Id,Prediction
168,4291281.63399
169,4770248.05399
170,4264731.25233
171,3903415.32319
172,4267029.74919
173,4990191.62472
174,5124671.02123
175,3889530.99369
176,5606105.43423
177,4436476.87314
178,4829927.65777
179,4148449.11069
180,4379339.15835
181,4251563.37066
182,4675001.45489
183,4573496.66563
184,4559812.74792
185,3889333.95945
186,3970399.07636
187,5438180.80713
188,5363159.42162
189,4652161.87569
190,4544979.54217
191,4501343.53591
192,5369716.24625
193,5084868.13285
194,4160501.05287
195,5847072.95693
196,4541135.81454
197,3590906.02105
198,4092396.47143
199,4364101.14036
200,4506404.09962
201,4061121.03656
202,4705269.94832
203,4723797.51169
204,4935441.90314
205,5268824.84018
206,5032246.82731
207,4636180.80227
208,4649047.55637
209,4124831.32692
210,4964520.61189
211,4638377.09054
212,4490168.59165
213,3985740.88115
214,5830657.87191
215,3293872.63047
216,4536017.8429
217,5036497.7431
218,4876284.84016
219,4005591.66524
220,5153527.58319
221,4846849.36087
222,5346103.54974
223,4664597.48761
224,4716022.50608
225,4836729.30048
226,4537190.30729
227,5355491.41186
228,3817009.98621
229,4375971.70634
230,4534494.0409
231,6147060.30719
232,4207481.82432
233,4444654.51029
234,4133042.38248
235,4549299.17797
236,4620069.88008
237,3981909.99685
238,4733608.37301
239,4923485.78182
240,4833036.22104
241,4518296.82512
242,4192315.83695
243,4400786.11927
244,4673521.32078
245,5900052.08343
246,4617756.35987
247,4490976.52473
248,4659416.93309
249,4816988.65413
250,4311212.17538
251,4914703.44526
252,5420243.2011
253,4276366.10533
254,4686297.17412
255,4442576.50867
256,4374071.03814
257,4598202.51082
258,3949470.37594
259,4444298.55766
260,4123669.37135
261,4830387.62462
262,4677438.32459
263,4408695.21033
264,3451210.87307
265,5035422.9783
266,4647148.62487
267,5706833.4627
268,4568002.38553
269,4111664.82726
270,4180314.49367
271,3846187.01731
272,4712910.09437
273,4484263.867
274,4257410.56355
275,5405617.48232
276,5958048.39272
277,4518883.91354
278,4632187.55419
279,4364696.18702
280,4694748.17807
281,4705477.89728
282,3998328.51648
283,4426623.12885
284,4473385.53225
285,3789450.34998
286,4568401.7464
287,4653736.79849
288,5118905.56896
289,4166387.90053
290,4474692.60383
291,4398989.36881
292,3859018.0268
293,4680114.65642
294,4286328.22865
295,5209334.78659
296,5000291.15997
297,5223082.74076
298,4839108.32708
299,5113511.49855
300,4540366.29898
301,4583354.72557
302,5282434.78838
303,4853826.64811
304,4763550.08777
305,4669649.06646
306,4044517.78309
307,4843340.67821
308,3526999.56274
309,4276149.29572
310,4658349.53459
311,4265752.55948
312,4321787.35521
313,4700863.2876
314,4098809.29442
315,4191109.74643
316,4112643.11744
317,4590084.27301
318,5009400.71236
319,4486319.84494
320,4960981.5147
321,4062389.44094
322,4502588.22817
323,4391137.70748
324,4338174.64149
325,4834254.32251
326,5037532.76152
327,4371099.66414
328,4675398.5781
329,6080996.66569
330,4167400.40291
331,5210447.27876
332,4833287.13508
333,5414960.18001
334,5498526.94439
335,4644419.01552
336,3888490.30973
337,4770945.91827
338,4200233.22302
339,4177638.32401
340,4601719.94041
341,4232358.73688
342,5021059.91304
343,4422090.29793
344,4701268.08552
345,4117855.69092
346,4060644.61946
347,4906738.37453
348,3957643.74051
349,4662590.39749
350,4355401.21977
351,4714809.27042
352,5556688.66421
353,4125175.50027
354,4167053.9966
355,4640637.62726
356,4558049.92199
357,4525027.18619
358,4723499.72126
359,4879499.10137
360,4517791.19955
361,4550664.17658
362,4319971.72672
363,4829049.76318
364,6334474.42315
365,4698247.77931
366,3851281.9875
367,4481002.5414
368,4168269.37401
369,4735266.43429
370,4510984.65494
371,4613701.52389
372,4938569.70123
373,5674081.92081
374,4210545.00327
375,4552371.33596
376,4121145.62249
377,4377890.57069
378,4893295.91088
379,4528842.5583
380,4626133.60881
381,3924750.9873
382,4136813.467
383,4494442.49799
384,4420688.67346
385,6018606.62542
386,4390563.08817
387,4734896.81195
388,4381922.61043
389,4524947.09825
390,4958822.73108
391,4353726.92135
392,4038852.91811
393,4755744.52155
394,5413316.56926
395,3991447.37886
396,4940172.48233
397,4638911.83353
398,5517264.56822
399,5086391.19309
400,3970456.2038
401,3845939.56642
402,4308317.65125
403,4792069.989
404,3861941.56975
405,4445579.33023
406,4515956.20095
407,4365496.65308
408,3378296.52435
409,3872246.6412
410,4137488.92672
411,4128560.60131
412,4504166.07392
413,5025974.24387
414,4798586.92084
415,4952247.64376
416,6232129.31383
417,3668502.72623
418,4567057.78142
419,4129603.42952
420,4357517.35896
421,4560556.43451
422,4921116.75478
423,3843554.29379
424,4588467.32629
425,4361890.5388
426,4439784.96482
427,4108888.41531
428,4523645.63823
429,4126103.58662
430,4347095.18
431,4365906.73114
432,3753296.76727
433,5103341.36457
434,3987814.74097
435,4450877.48322
436,4264889.99513
437,3730528.47919
438,4050159.92965
439,5012668.8748
440,4537291.03975
441,4462630.83258
442,4567049.72912
443,5042233.55638
444,4599017.7219
445,4616162.86098
446,5896666.20375
447,4250195.18202
448,4515931.8759
449,6591481.19181
450,4972393.32279
451,4218171.96479
452,4028261.98782
453,4605294.13038
454,4681716.08851
455,4231238.50151
456,4021860.75484
457,4417594.64875
458,4401556.35871
459,3587347.81927
460,4486499.94051
461,4457363.15866
462,5289938.42203
463,3917273.85057
464,4708900.28819
465,4315332.17644
466,5070971.23301
467,4060538.10715
468,4038510.79825
469,5093787.88303
470,4558606.80464
471,4742027.94631
472,4153828.21353
473,4605717.24201
474,4781894.79161
475,4509326.20604
476,4248871.27084
477,4493767.63435
478,4508983.802
479,4769960.18945
480,4694193.55436
481,6909527.65438
482,4129326.5678
483,4433478.55084
484,5244436.70364
485,4406251.07629
486,4406142.72011
487,4916200.38603
488,4371609.38548
489,4206247.72436
490,4719975.4178
491,3658521.68558
492,4449755.3781
493,4678507.12018
494,4537058.29524
495,4433952.96313
496,4732794.00172
497,4735034.42888
498,4295238.85907
499,4718485.70322
500,4378631.71608
501,3724673.23538
502,4159876.56273
503,5939959.45998
504,4578928.9384
505,4232506.09352
506,4606263.1562
507,4438562.22266
508,3821940.81248
509,4605218.04795
510,4518730.07832
511,4598080.61993
512,3434111.59845
513,5087199.31495
514,4201706.16022
515,3620172.18833
516,3794883.19719
517,4680525.16975
518,4400277.17997
519,4388275.76827
520,4413633.30625
521,5627011.64271
522,5315585.779
523,4386473.35017
524,4374843.24385
525,4765738.25064
526,4237473.53016
527,4754878.03741
528,5024724.05076
529,4521275.76891
530,4261523.93806
531,4576378.31469
532,4632859.65242
533,4027982.30419
534,4601831.2346
535,4621119.05831
536,4336579.04154
537,4580303.26222
538,4313332.07076
539,4845766.69535
540,4588523.32185
541,4313245.36
542,4205827.51412
543,4428894.04823
544,4446230.5294
545,4054984.17567
546,3711428.93418
547,4782239.61094
548,4244554.0847
549,4428766.36824
550,4251845.34934
551,4339819.175
552,4297402.9768
553,5048369.68551
554,4500429.00261
555,4622373.85144
556,3742596.94947
557,4646256.92
558,4516779.68237
559,4615345.40369
560,4842692.14811
561,5291120.15629
562,3853263.11769
563,4572418.49503
564,4327684.36247
565,4807754.37378
566,3821201.34124
567,4740186.79117
568,4557793.98802
569,4450668.25751
570,4556934.14855
571,5593062.3324
572,4493181.60898
573,4273317.08736
574,4499993.36978
575,4249814.46708
576,7912976.86296
577,4123683.71184
578,4323929.84245
579,4523222.75106
580,4559427.23948
581,4615980.82149
582,4809226.32126
583,4493312.76948
584,4526257.94901
585,4876425.28318
586,4305597.5145
587,4432326.55324
588,5421866.29235
589,4733734.80906
590,4408724.17432
591,4012270.36031
592,4287083.64513
593,4206035.71062
594,4400370.0726
595,4232202.87898
596,4602838.8076
597,4086630.45116
598,4249245.81816
599,5650916.24432
600,4991117.80793
601,4593394.11822
602,5645526.56197
603,3799106.906
604,3955447.15686
605,4032666.93881
606,4177485.32715
607,4335253.09981
608,4180328.18654
609,4930300.61307
610,4970188.52135
611,3676919.79565
612,4704260.99754
613,4849872.87619
614,4819133.15681
615,4300883.34275
616,5091622.42004
617,4696286.75688
618,5399701.26404
619,4649069.94902
620,4527243.21901
621,5910630.04986
622,4574783.2995
623,4472502.99031
624,4531979.26813
625,4894640.41793
626,4546505.74343
627,4676745.44256
628,4371279.84469
629,4518717.3107
630,6148212.71735
631,5081606.8129
632,5002567.86588
633,4824806.44403
634,3737650.78951
635,4372107.19258
636,4669729.71867
637,4057153.23455
638,4464083.29859
639,4953471.33583
640,4514055.25208
641,4613802.36586
642,4101726.90639
643,4498273.58783
644,4803288.05055
645,3803802.71261
646,5333339.89754
647,4303225.75183
648,4364805.38062
649,4523076.09697
650,3756738.19254
651,4483369.07646
652,4955500.66812
653,4502925.68306
654,4316965.80773
655,5368184.84714
656,4312710.39919
657,4597691.95535
658,5380772.33725
659,4173785.07519
660,5470114.74914
661,5082212.18869
662,4758015.72068
663,4395159.66807
664,4090814.18661
665,4008255.35159
666,5193430.45603
667,4112178.09141
668,4745847.21026
669,4463587.61618
670,6174468.42827
671,5229204.90795
672,4472746.32711
673,4396709.09348
674,4988366.41092
675,4216861.59583
676,4437910.56624
677,4311568.4687
678,4418208.22311
679,4740611.70353
680,3804238.80689
681,4663619.1412
682,3962733.01411
683,4516342.0943
684,4409633.90908
685,4575705.13149
686,4004906.21334
687,3509587.77773
688,4666349.97582
689,4145050.664
690,4299358.87053
691,4335505.02093
692,4269570.25338
693,4161692.05322
694,4204576.59825
695,3974931.45247
696,4598270.81032
697,4736255.22364
698,4582729.48007
699,4095128.16857
700,5289791.80527
701,4640217.04623
702,4683364.44114
703,4822999.23871
704,4707904.93942
705,5135049.71779
706,5022772.88413
707,5014193.4033
708,4569674.01013
709,4128371.0745
710,5089513.84915
711,5530140.79694
712,4363759.93624
713,4109033.57582
714,4227011.5271
715,4108244.36988
716,3997666.57998
717,4263723.98559
718,4750822.07442
719,4835928.26128
720,5195552.91503
721,5616058.73351
722,4431508.31205
723,4170214.79152
724,4632267.76669
725,4742040.47894
726,3948619.06403
727,4543975.28093
728,4368115.40251
729,4177315.72552
730,4080138.39332
731,4450242.25915
732,3955050.97286
733,7063563.80185
734,4555219.42593
735,4456537.99248
736,4868782.86304
737,4418951.13024
738,4484364.79519
739,3943527.19486
740,4403921.13628
741,4368748.18519
742,4583054.11215
743,4814976.80956
744,4972012.79107
745,4844297.70029
746,3992948.28389
747,4933188.70426
748,5256862.78466
749,4829140.94744
750,5775415.09392
751,4222432.27192
752,4481629.58632
753,3523008.88476
754,3930344.28113
755,4191630.82959
756,4183183.7162
757,4690164.82269
758,4436642.01765
759,4920502.70266
760,4539498.1116
761,4332617.79745
762,4407554.55004
763,4193182.1889
764,4558450.98664
765,5111046.97549
766,4380806.78065
767,4089162.57321
768,4247421.91449
769,4658797.48237
770,4268440.64008
771,4392908.86203
772,4602166.47294
773,4053684.49061
774,4234171.96232
775,4522352.56887
776,4065874.53889
777,4248023.25034
778,4448770.85576
779,4129079.55325
780,4136875.22371
781,4353976.05618
782,4835553.43788
783,4438721.05507
784,4741555.0562
785,4479219.03415
786,5542695.84718
787,4386974.44273
788,5219351.42856
789,4505805.24307
790,4201476.08833
791,4912812.30498
792,3959475.67378
793,3895149.12469
794,4036914.05483
795,4702875.78844
796,3871931.76282
797,4287257.64771
798,4485116.25666
799,4553570.07847
800,4780180.60708
801,6634568.44809
802,4745192.96965
803,4391643.481
804,4379603.35103
805,4267464.34904
806,5047512.18707
807,4640492.83237
808,4656689.13628
809,3713190.1159
810,4648331.17753
811,4491359.50062
812,4388408.29379
813,4326127.04639
814,3774210.32665
815,5273169.32797
816,4532227.92437
817,4048579.42725
818,4022791.06004
819,4013460.07904
820,4556554.13692
821,4454340.07647
822,4466785.28403
823,4603127.49196
824,4449302.70237
825,4476390.81456
826,4900134.26435
827,3690782.37557
828,4993877.9494
829,4207240.01048
830,4875595.17865
831,5486238.1282
832,4640102.58736
833,5118086.90051
834,5104226.89841
835,4414658.00913
836,3403604.14531
837,4585338.11651
838,4671862.47005
839,3524973.44876
840,4233896.80571
841,3934310.28046
842,4839260.4386
843,4292264.22906
844,4283964.94848
845,4391313.46859
846,5204574.0948
847,4674274.67899
848,3875148.99041
849,4052000.74107
850,4260684.21272
851,4690963.59008
852,6476598.10087
853,4340798.42432
854,4392774.88459
855,4144941.34584
856,5010680.10493
857,4368908.45421
858,4120980.4909
859,4575947.71185
860,4145131.41031
861,4811850.15657
862,4486631.48818
863,4570809.3755
864,5467308.29993
865,5927082.10794
866,4045653.72532
867,3955342.61766
868,4493085.07012
869,4425521.40329
870,4028291.18161
871,4836743.56633
872,4136464.4194
873,4608882.34032
874,4586344.95737
875,4359209.52985
876,4281317.20012
877,4789727.17256
878,3778401.4522
879,4583143.4361
880,3823335.62441
881,3982012.56158
882,5476343.41973
883,4544938.6754
884,4531464.2501
885,5265075.20591
886,4237969.03361
887,4749915.37041
888,4114507.69182
889,4244460.48454
890,4420588.20393
891,4596606.26089
892,4821754.26439
893,4216269.77027
894,4756217.43293
895,4718575.91291
896,4294894.90871
897,4322338.82314
898,4480646.07605
899,5830770.78666
900,3871488.84538
901,5447488.39251
902,4416162.43607
903,4455121.29561
904,4123096.43007
905,4574791.37334
906,4471804.07979
907,4445350.3378
908,4693070.81624
909,4385012.29285
910,4538091.29122
911,4756661.53207
912,4439845.65048
913,4228355.79037
914,4561931.42911
915,4676010.15335
916,3275152.55952
917,5075334.48746
918,4388446.71889
919,4126547.74993
920,4374203.67394
921,4048496.80814
922,4793798.25149
923,4463663.98653
924,4751429.59001
925,5460495.2259
926,5137074.58638
927,4368292.24837
928,5307649.29696
929,4761718.15717
930,4438751.04098
931,4399676.69438
932,4484683.55952
933,5153367.26331
934,4165697.59835
935,4271964.85551
936,4130536.27832
937,4650935.22988
938,4440024.86335
939,5111120.8861
940,4777011.46714
941,4345897.25162
942,4361622.05827
943,4736228.8116
944,4939746.81064
945,3513207.54649
946,4978912.94341
947,4547151.82743
948,4468779.6513
949,4082697.31092
950,5047088.70677
951,4114968.7339
952,4240016.69064
953,4542634.14546
954,4716044.87765
955,4568602.25555
956,4913106.78396
957,6099190.75227
958,5146607.10629
959,4472680.45237
960,4566412.0137
961,4728629.69223
962,4904739.31358
963,5147909.86625
964,6065748.23509
965,4230229.4917
966,4810828.34409
967,4760220.29915
968,4355161.59208
969,3862890.4661
970,3756497.39947
971,3716326.20567
972,4016067.66299
973,3954281.8503
974,3983971.60684
975,3860213.01687
976,3959677.92477
977,4471152.50925
978,4633821.44045
979,5876047.35886
980,4735031.39214
981,3640682.27857
982,4402976.54526
983,5269967.93614
984,5950298.7542
985,4655616.3771
986,4205760.81085
987,4490118.53537
988,5018666.9286
989,4032837.60777
990,6963793.25488
991,3479461.01981
992,5069620.87305
993,5158375.68558
994,5144021.10288
995,3758385.15252
996,4402701.29082
997,4793658.62507
998,4341847.88141
999,5074447.29825
1000,4921389.9894
1001,4539467.52947
1002,4229215.48401
1003,4536955.04288
1004,4609943.00373
1005,4846888.28466
1006,5946086.02944
1007,4744647.32746
1008,4121462.90238
1009,4229033.82992
1010,4015815.16378
1011,5311899.20675
1012,4344422.6012
1013,4341103.48789
1014,4819638.33727
1015,4433578.11568
1016,4791866.14367
1017,4444572.30305
1018,4208303.94899
1019,4511749.27815
1020,4674157.144
1021,4532126.84195
1022,4678433.19954
1023,4364119.86044
1024,4873217.65602
1025,4590804.06843
1026,4328595.10185
1027,4340708.90217
1028,4701564.33729
1029,4304908.77217
1030,4800669.81297
1031,4234968.35575
1032,3712668.93739
1033,5163862.49671
1034,5105871.32521
1035,4116250.08442
1036,4526112.61945
1037,4533815.53953
1038,4322300.32729
1039,4717056.7251
1040,4421835.40814
1041,4198487.45261
1042,3583992.26184
1043,4505588.86301
1044,4506363.26391
1045,5025102.25918
1046,4473502.34256
1047,4748988.93414
1048,4315534.45021
1049,4311939.34751
1050,4670714.64624
1051,4442282.41179
1052,3916887.87833
1053,3963054.14795
1054,5456620.59697
1055,3339802.98551
1056,5922701.77624
1057,4729753.24634
1058,3936557.30548
1059,4914347.62905
1060,4567833.24447
1061,4342575.97686
1062,4894022.34043
1063,4836853.56595
1064,4770961.98414
1065,4861348.89358
1066,5047848.91897
1067,4968999.24086
1068,4719526.43295
1069,4245003.77071
1070,4394981.50936
1071,4078999.46522
1072,4957578.95933
1073,4646931.99741
1074,5056343.90601
1075,4400935.43742
1076,4068905.97098
1077,4314612.96521
1078,3887885.40939
1079,4840670.28637
1080,4330852.05997
1081,4473304.46188
1082,4142241.72742
1083,4660442.32969
1084,3860069.36228
1085,3282575.62411
1086,5458962.28623
1087,4270352.64603
1088,4529865.78991
1089,3928218.52057
1090,4647476.01443
1091,4397708.11343
1092,4331798.59476
1093,4919008.33737
1094,4703733.95574
1095,4224491.07859
1096,4049230.04304
1097,4302365.95903
1098,4661563.54648
1099,4624840.58306
1100,4881430.62462
1101,5410767.73753
1102,4178657.86146
1103,4401096.18727
1104,4586207.34417
1105,4716617.69422
1106,4324429.61778
1107,5196893.01519
1108,4776950.0315
1109,4504414.34107
1110,4845886.68359
1111,4200269.7992
1112,4217479.45663
1113,4308639.63607
1114,4395764.84973
1115,4017820.8693
1116,4392885.76571
1117,4764499.20502
1118,4896613.72774
1119,4335188.31376
1120,4599633.93046
1121,3797156.44993
1122,4665187.91367
1123,4072265.70085
1124,4349617.13095
1125,4761826.56353
1126,4612763.68667
1127,4183767.17386
1128,4637349.37378
1129,4468058.75575
1130,4554223.89482
1131,4978822.30946
1132,4122654.6164
1133,4118848.72188
1134,5050214.18841
1135,3654262.55143
1136,5071718.05373
1137,4235025.52997
1138,4597068.53042
1139,4839046.52899
1140,5090815.02237
1141,4541055.4042
1142,4552911.80243
1143,4403066.91579
1144,4001984.49605
1145,4268191.51127
1146,4476122.68621
1147,5548389.87366
1148,4587467.49427
1149,5398235.87544
1150,5026811.14823
1151,3647994.6541
1152,5213322.93085
1153,4497430.43836
1154,4076063.0829
1155,3916513.69352
1156,4330640.50074
1157,4595297.11401
1158,4660255.67145
1159,4475551.56487
1160,4225412.44176
1161,4358743.12164
1162,4559230.67115
1163,4309348.19324
1164,4404280.12488
1165,4498414.7179
1166,4572044.59954
1167,4657452.60945
1168,4276610.8264
1169,5398257.29056
1170,4086780.58238
1171,4160248.26138
1172,3245835.29362
1173,4933258.48935
1174,3930344.28113
1175,4448475.0229
1176,4337837.24764
1177,4973747.93053
1178,4409244.99372
1179,4704958.53899
1180,4789493.72617
1181,4760140.4422
1182,5135749.15956
1183,4152362.15021
1184,4399476.21479
1185,4115714.94612
1186,4440370.48688
1187,4203367.29512
1188,4646871.91713
1189,4745824.26198
1190,4741799.75056
1191,4854041.80769
1192,4548819.21441
1193,3839076.05035
1194,5170562.93085
1195,4444633.24395
1196,4171094.38715
1197,4277180.41636
1198,4285744.22246
1199,4794438.02434
1200,8112033.27315
1201,4438741.06115
1202,4233888.3084
1203,3951369.96895
1204,4443757.15534
1205,4265997.26009
1206,4903797.31751
1207,4575296.54437
1208,4545820.33517
1209,4362171.71292
1210,4240073.87208
1211,6313743.96075
1212,4395146.69272
1213,4906723.71085
1214,4420703.90455
1215,4312459.366
1216,4487973.91258
1217,4222672.0096
1218,4198487.45261
1219,5147059.1379
1220,4475441.92611
1221,4771947.89177
1222,4652098.37808
1223,5007040.36588
1224,4964388.69464
1225,4641805.16277
1226,5035982.25942
1227,5586352.14121
1228,4478349.22644
1229,4698978.43295
1230,4336800.28818
1231,4506569.40802
1232,3755621.94412
1233,5166465.07801
1234,4827933.97728
1235,3976577.54209
1236,4315341.1741
1237,3920369.76254
1238,4127972.72811
1239,4648646.14492
1240,4216793.32868
1241,4045948.13344
1242,5307384.76649
1243,4279373.11214
1244,4623559.63891
1245,4615766.71399
1246,4202453.10025
1247,4712057.0427
1248,3777780.94232
1249,4394639.98852
1250,4591365.74845
1251,4183278.31984
1252,4232594.67162
1253,4924438.1842
1254,4273811.79188
1255,3765590.16863
1256,4287549.40919
1257,4201317.8002
1258,4819416.71355
1259,4118118.01361
1260,4623751.57609
1261,4961733.90964
1262,4642349.58676
1263,3814880.32083
1264,4832877.66236
1265,4194866.32555
1266,4048178.57285
1267,5057353.72019
1268,4245116.67064
1269,4487497.10212
1270,4049447.57642
1271,4972855.05444
1272,4640585.97467
1273,3681977.99885
1274,3924438.43486
1275,5352357.95214
1276,4271335.26876
1277,4605780.63849
1278,4334446.24542
1279,4155341.1054
1280,4680823.89507
1281,4532934.46964
1282,4650230.16853
1283,3700884.8679
1284,4787416.95772
1285,4901776.43477
1286,3721496.98363
1287,4390180.51017
1288,4556699.55744
1289,3863547.08786
1290,4240895.84875
1291,4299841.75578
1292,6015196.37002
1293,4909909.50586
1294,4522865.40863
1295,4655879.98244
1296,5186105.44402
1297,4846979.35007
1298,4259279.31328
1299,4078952.28827
1300,4612550.25962
1301,4152842.13169
1302,4531297.13525
1303,4389453.27071
1304,5155628.67738
1305,4439211.89025
1306,4644550.90589
1307,4339411.37891
1308,5515136.84201
1309,4081513.71707
1310,4679137.76258
1311,4454619.96618
1312,3939420.50789
1313,5244315.90238
1314,4569493.57869
1315,4573543.24457
1316,4522088.94816
1317,4649362.1694
1318,4632221.78849
1319,4708564.85812
1320,4872040.34398
1321,4602300.66061
1322,4844189.05881
1323,4064450.06004
1324,5199180.08162
1325,4215963.71124
1326,4352455.30679
1327,5017358.77827
1328,4744574.07866
1329,4619439.4048
1330,5076214.87263
1331,4052060.16508
1332,4583961.13398
1333,4185481.48865
1334,4520254.04296
1335,4166012.01289
1336,3629527.79187
1337,4307858.19978
1338,3873614.06168
1339,3849532.03371
1340,4361971.64569
1341,5126301.61276
1342,4359402.40163
1343,3536444.9483
1344,8389818.70615
1345,3600118.99209
1346,4256708.66536
1347,4199704.48874
1348,4287834.75225
1349,4390221.31923
1350,4462396.493
1351,5929139.99653
1352,4520126.61364
1353,4608240.07268
1354,4579460.95976
1355,4375129.82529
1356,4635025.17011
1357,4712384.46739
1358,4689494.5027
1359,3824217.58065
1360,4131184.34244
1361,5119693.00002
1362,4134673.92136
1363,4578752.45415
1364,4319532.52752
1365,4457258.24708
1366,4219030.61611
1367,4498653.77697
1368,4866700.39554
1369,5077720.1654
1370,4359005.76438
1371,4600864.35425
1372,7422639.22712
1373,4955620.38533
1374,4122173.8589
1375,4352538.43401
1376,4507462.97384
1377,3924274.65452
1378,5072207.79948
1379,4351835.68783
1380,5254017.12232
1381,6279255.77171
1382,4362888.77922
1383,5582449.98939
1384,4324091.22362
1385,4803975.25196
1386,4257154.51873
1387,4407977.40444
1388,5082599.38151
1389,4208585.3105
1390,4763994.46382
1391,4276098.69656
1392,4679361.4248
1393,4914822.99934
1394,5049095.10822
1395,4577862.43317
1396,4236391.36414
1397,4670857.39436
1398,4891417.24199
1399,4251790.42778
1400,4559480.03706
1401,5110224.69922
1402,4766346.86253
1403,4533824.04022
1404,4445897.15969
1405,4628839.799
1406,4491542.43713
1407,5787878.65061
1408,4244370.18113
1409,5275448.09477
1410,4166688.25038
1411,5128675.44701
1412,4368393.00937
1413,5371661.58359
1414,4200434.97747
1415,4775874.89042
1416,5429655.28442
1417,4227552.10428
1418,4156441.20852
1419,5267328.8856
1420,5133919.21784
1421,4368681.30109
1422,4358439.40856
1423,5006127.36769
1424,4986017.4982
1425,4526193.96138
1426,3994918.0968
1427,4263676.46635
1428,4446803.90792
1429,3868250.12592
1430,5171023.14726
1431,4018257.53405
1432,4969761.35782
1433,4415913.10533
1434,3941937.44963
1435,5879428.43199
1436,4460538.86925
1437,4797933.91046
1438,4246028.46878
1439,4440170.91872
1440,4890867.48714
1441,4607854.54837
1442,3750233.92109
1443,4506420.93016
1444,4984713.57428
1445,4293303.76336
1446,4908906.97163
1447,4316905.67392
1448,4326814.14054
1449,5199940.95057
1450,4668305.66743
1451,4947814.42668
1452,4838306.51088
1453,4299583.67448
1454,6046276.79317
1455,4613168.07203
1456,4655381.62122
1457,4789714.50015
1458,4972625.34436
1459,4308228.33498
1460,4621349.02037
1461,4694284.75864
1462,4307067.46188
1463,4485277.25193
1464,4549582.10716
1465,4453138.57142
1466,4329695.36138
1467,5066532.75752
1468,4350729.43511
1469,4844787.65841
1470,4794530.66651
1471,4722015.5639
1472,5121740.34352
1473,3689005.72574
1474,5230345.64796
1475,4058159.55925
1476,4832492.64677
1477,5018122.5486
1478,4295795.64602
1479,4852811.09738
1480,4440202.08823
1481,4314110.70983
1482,4382289.53314
1483,4752496.83929
1484,5518100.93154
1485,4697831.14612
1486,4737195.89459
1487,5673407.56608
1488,4304182.56038
1489,4678882.09455
1490,3828032.03698
1491,4472741.14958
1492,4245008.38857
1493,4235667.04639
1494,5564419.00519
1495,4900424.92572
1496,7043459.52061
1497,4190474.40037
1498,3860656.47478
1499,4773618.19232
